index,w_out,w_effective,LCOH
186,2933.900448542872,2919.5929393565234,0.010960455808373935
183,5620.736464273587,5531.157471135644,0.008094399762266904
187,3609.3905647617025,3580.238959729434,0.0089379702724301
185,3724.611412071911,3692.333840853592,0.008666624083715027
188,3893.0947786459774,3867.456439635035,0.008274189997929888
190,2580.7402136339465,2571.01307558033,0.008051287235726054
189,6512.016022088056,6323.698500220795,0.007079939013198995
191,3725.227737376909,3692.9329387588905,0.00866521811279146
193,8657.892308548187,8140.904515095251,0.008433451238542593
192,6424.542916645053,6219.828652305289,0.011038233543658908
199,3818.918939528963,3774.965955824996,0.009588399209349544
194,6425.4986640779125,6220.692618152224,0.011036700489805004
195,1791.8372017374998,1790.2361744224306,0.03835020331205012
200,849.0247080007874,858.7381167743864,0.03726406079475918
196,6535.467459633229,6319.900770855126,0.010863449246276283
197,7124.163439355037,6952.8136823483055,0.009874552145700322
198,5675.884808342444,5535.470859495025,0.01135850788222811
201,1350.4003991415902,1357.2733258081585,0.023576731953531913
202,5373.94690124761,5301.862985707868,0.0060356273778707096
203,1293.6652768544948,1300.8979968967942,0.024598446201463744
204,1266.1531593296113,1267.1797162927678,0.02525298422853265
205,1650.2466337842611,1655.5765051583137,0.02186300691836203
207,1350.5222203194467,1357.3943633867277,0.023574629638520743
206,2488.343599468026,2489.419115766673,0.02525677134525199
211,746.2822315239442,733.1699536580635,0.029936931360716398
208,217.44349734240274,216.7541314827242,0.10126154656549394
209,201.50988821332407,200.9108923677084,0.10924673281640761
210,217.44622669412095,216.7568441270085,0.10126027930882844
212,210.2088231569128,209.56199423296894,0.1047368281578798
213,541.975231568522,540.7363295679068,0.04059068602980685
217,1906.41694317336,1876.5517707120066,0.02291645939941551
214,173.86885787089614,173.44864227921644,0.10766828285054143
216,2057.6032790525273,2020.4070360048365,0.021284781580180576
218,591.0529535368973,589.7564220591534,0.072918107977991
222,1200.1564315524643,1192.1156040824185,0.015665357800039286
215,235.90162177210823,235.05650920324467,0.20346833413012363
219,1966.5297477010636,1933.885452557427,0.022237057736565174
221,2251.3139406243176,2202.2373079745976,0.021717258254067298
223,1906.5539458953099,1876.682637661648,0.022914861363030458
220,663.1942999111951,653.7992411751962,0.0657754242527476
224,3254.638040891001,3177.1217286760016,0.01719145729252093
225,2786.8979584915096,2738.371252240523,0.019945926786583246
226,3339.4048886199384,3255.546760577476,0.016777320839951704
227,3111.339657334312,3043.7618228384185,0.017944686769459255
228,3277.3565377683226,3198.175859138519,0.017078283032999433
229,4237.768172022146,4159.412750921577,0.013131505763541272
231,2451.32850337031,2418.0425343507864,0.010809738249742474
230,10224.268587004128,7297.171389156275,0.01293840895867055
232,8586.921398787736,7853.016529742734,0.0070776595697810895
233,6521.932748426039,6218.654782327908,0.008937781487940454
234,7134.392066257795,6732.89389014254,0.008255139394779034
77,-164790341.2576184,1e-06,94312196.99742043
235,6851.427629391063,6497.90691659578,0.008553674022542219
236,5739.579021785596,5277.278095227248,0.010532129743863599
237,2272.1617835310467,2260.253930432028,0.011564367401887363
239,6821.262598972524,6472.5871895556,0.008587134628803488
238,9443.454809716486,8438.16686299496,0.011188897921473866
240,2350.639254577406,2357.7228642525674,0.01787995801017058
241,4107.087938788362,4087.7003192387924,0.01031288561298086
242,2238.8165539866113,2247.004118502289,0.018760973985465376
243,2155.510931840105,2164.4547967187095,0.01947649166726098
244,2427.2796254946165,2433.5741901178376,0.01732266309514638
245,2427.8965807746627,2447.5826496460077,0.017223518812961025
246,1957.8590590948065,1967.8684742072405,0.019121399532943523
247,3052.7389345184056,3055.3360772041406,0.024811514065426216
248,3005.9561961956215,3030.467887134777,0.023010055666046327
249,5304.994409492816,5287.976229233597,0.013186752692200241
250,5724.093099698072,5695.75730860556,0.012242662564253229
251,4924.735962605281,4916.82372764381,0.014182170978611207
252,4808.534315818141,4777.917625543579,0.014594482417265152
253,1423.065260064527,1438.0092378614609,0.0527169868302738
256,1203.8584265323157,1197.9985229468673,0.020142438467966067
257,1323.4180649575324,1315.8811870339925,0.01833798656819626
255,5258.336023111426,5242.4925422521155,0.01330116051003122
254,3529.943495407171,3536.107629765563,0.010641191746218227
258,1185.6455164145964,1180.0187178529754,0.0204493464112813
259,1639.4648703890332,1626.1477706186438,0.014839125920266996
260,1268.299464707622,1261.568088821143,0.019127474566767198
261,1471.4861181231315,1478.2694014568099,0.01632355476572213
262,1442.3385811769713,1432.579531469046,0.019101946364417154
263,2305.194225378187,2270.277805795195,0.03425363389881565
264,6210.8844015831555,6113.42658529411,0.013642631666522778
266,5149.570967010962,5098.292999147653,0.0163590494185876
265,6937.114526970364,6797.6145114599,0.012269484682146743
267,6436.535425936436,6327.010065797151,0.01318209173940796
269,6025.690018699927,5938.573772962859,0.013094939590102399
268,3907.8876986569767,3739.31965269172,0.0223043855219648
270,2936.1665993166157,2930.0542603106423,0.00933943706898532
271,6896.974420876723,6760.048926413814,0.012337666196114472
272,2083.523190621793,2095.0370456864093,0.034563052918010616
273,2184.4447823178693,2194.835520700168,0.03299148186382203
274,2075.496081012845,2087.096523933114,0.0346945507526381
275,4758.08518683436,4719.590382580784,0.015342618830335018
276,1978.3604672412723,1990.9886381135075,0.03636930662942527
279,1893.873978631462,1905.56148411359,0.03295172325715487
277,940.9350814389262,935.9566205102687,0.077365632859966
280,646.0119576742574,645.097610913871,0.04764426810064311
281,672.2453964345675,671.1808345391854,0.045792731174403675
278,234.32197041189158,251.83058860580553,0.14941949479576902
282,174.2112112629179,174.6992714128804,0.1759320647241048
283,697.6529557818898,696.4360361945,0.04413212689769708
285,2077.0553776896486,2043.8483944921543,0.03072220759779322
284,208.41314523914733,221.32537401963933,0.13886886517917976
286,712.1272059333934,710.9087708405297,0.05292999730346747
287,668.5490429492185,667.5060889753245,0.04604482870357907
288,8972.199743266141,8812.829706994735,0.005120300890281309
289,9358.05823049309,9174.933112534662,0.004918220028544348
290,9278.560694856582,9100.497050811435,0.004958447823528413
291,987.5962870001268,1024.9749615709543,0.04402482156779882
292,8914.669043934802,8758.668899326478,0.005151963193641522
293,6783.0331700051,6481.088726843759,0.006962462897278976
294,10193.924097201882,9951.158415436172,0.0049707723728307325
295,12036.798055496287,11625.233373488893,0.006028416568748667
296,1198.508064149131,1200.0750096245213,0.062865380722661
297,1206.455197808406,1207.9607300871457,0.06245498756433407
298,9919.838423052266,8862.956250611163,0.008512190542584959
299,1239.0966703285908,1240.3574959418504,0.06082373236960183
300,1838.0880799802574,1882.922401862574,0.04006706399646036
301,1069.939983122287,1072.5617144490554,0.06534052869890981
302,1009.107478299239,1010.6368653978165,0.04894432908861018
304,1673.1298402570692,1673.5982956835592,0.03464451843496799
303,1232.964897301333,1234.2705243201672,0.06112369281227913
305,1764.9722432921699,1764.5596983916014,0.032858625899928384
306,1615.7884211329397,1616.7758131516614,0.035862119247389544
307,2690.697166342125,2677.27162285705,0.021656751788847507
308,1677.5780052971343,1678.0052211987886,0.03455353194081107
309,2184.757517828545,2219.3131513728445,0.02612565377340896
310,2032.9373636373164,2029.2557152767736,0.030984113493474956
311,881.2720919772728,883.6750446918238,0.025770157845031342
312,2021.7028380967322,2040.4703858313997,0.012703714333395212
314,1339.5944666471948,1362.0631601659163,0.019031094625742054
313,2305.4018639840183,2322.2216178006065,0.01116239410082889
316,1922.31048503584,1917.4322762193042,0.013518888363799535
317,1738.208490596953,1756.9809444827708,0.012961122576162767
315,2187.4731331760704,2205.1316833680607,0.011755104279197922
318,4388.642503309245,4396.930925295985,0.01429967640103097
319,2204.2180554624347,2221.7601229752318,0.011667124915646792
320,993.043684130547,992.652140717002,0.03957676143259546
321,1174.287132809953,1172.586177266158,0.03350368418149508
322,1020.8079876777979,1020.2314992720128,0.038506904547393896
323,1884.998777727339,1875.2362102561033,0.020949871138285364
324,1002.6712339003427,1002.2161884283196,0.03919908440146072
325,1321.3154098130706,1341.2048675200065,0.02929154069605697
326,2140.8825142367546,2124.0550296045235,0.02960125256318093
327,872.2971304600319,872.3240245462451,0.03695870733896569
328,5192.62580613522,5154.855911595579,0.010460585541022525
329,5887.551211607979,5827.608315164625,0.009252991673200315
330,3523.63008451322,3522.1361574501866,0.015309689575978244
331,6098.384216230122,6030.732361047001,0.008941337135632662
333,2835.019012394924,2840.7779623735955,0.011348992689669934
332,4079.7215990236823,3981.6305435853915,0.01354289671646295
334,6855.5169508980935,6756.900651714333,0.009305255860683098
335,6184.766753538475,6113.814671411614,0.00881983084424131
336,13035.895025929683,12327.02065189808,0.00786933329381767
337,9600.83368127055,9337.311905164212,0.01038901077899181
338,12758.435465826757,12097.881998696857,0.008018381567947899
339,16206.593544203388,14659.431871440778,0.006617271042989304
340,13230.626873775042,12486.27017525078,0.007768968047947214
341,7019.909369210759,6406.08261345265,0.015142707311618184
342,8752.677199595699,8561.3836198777,0.009094048457745786
343,12398.181345540032,11797.004228626858,0.007276599972534743
344,6162.723027997615,5757.991778430313,0.011788210326396119
345,5028.927861029415,4819.48844972983,0.014083739145718083
346,3779.87356674091,3692.5896893501204,0.01838179268537743
347,4909.198454491953,4715.031056263517,0.014395752081341672
348,7500.967858287753,7386.771071717866,0.009188915898812449
349,7624.417164414879,6812.629822517971,0.012600432268062222
350,5130.13811493117,4907.093862850425,0.015866343640570397
351,4933.402800180599,4736.218010723688,0.014331354255254128
352,3475.4381482116714,3453.0438251985797,0.009800302674859247
353,1886.0624343590703,1886.93157894892,0.017934341135649588
354,3480.489950715044,3457.986577422332,0.009786294388026709
355,4967.186635312655,4898.831350685631,0.006907948490972962
356,3184.6165270540832,3168.0632897471405,0.010681880865833606
359,2788.778504020148,2778.4402586257866,0.00982909620426619
357,1204.4056751685998,1184.6238624802293,0.028566767653698717
358,4027.1789576173446,3990.653165769562,0.00942913296659403
